,Maps,Hopital,Avis,Type,Adressse,Open,Tel,Site Web,Région,Latitude,Longitude
195,https://www.google.com/maps/place/Clinique+Amen+Nabeul/data=!4m7!3m6!1s0x130298c96a066d57:0x12b6aacaf39655e0!8m2!3d36.4447643!4d10.715093!16s%2Fg%2F11fxb3nsxl!19sChIJV20GasmYAhMR4FWW88qqthI?authuser=0&hl=fr&rclk=1,Clinique Amen Nabeul,"2,8",Clinique,"CPV8+W24, Av. Hédi Nouira",Ouvert 24h/24,70 130 320,http://nabeul.amensante.com/Fr/,Nabeul,36.4447643,10.715093
196,https://www.google.com/maps/place/Clinique+les+Violettes/data=!4m7!3m6!1s0x13029ee1c736b555:0x897c14a5bfd65e87!8m2!3d36.4300293!4d10.683548!16s%2Fg%2F1q62kk68m!19sChIJVbU2x-GeAhMRh17Wv6UUfIk?authuser=0&hl=fr&rclk=1,Clinique les Violettes,"2,8",Clinique,"Route d'Hammamet Nabeul, BP 14, 8000 Nabeul, Av. Dali Jazi",Ouvert 24h/24,72 224 000,http://www.clinique-les-violettes.com/,Nabeul,36.4300293,10.683548
197,https://www.google.com/maps/place/H%C3%B4pital+r%C3%A9gional+Mohamed+Taher+El+Maamouri/data=!4m7!3m6!1s0x13029f049e4f911f:0x4bcd0e313cbe1130!8m2!3d36.4377244!4d10.6742166!16s%2Fg%2F1hm2lqrz4!19sChIJH5FPngSfAhMRMBG-PDEOzUs?authuser=0&hl=fr&rclk=1,Hôpital régional Mohamed Taher El Maamouri,"3,0",Hôpital,CMQF+3MP,Ouvert 24h/24,72 100 500,,Nabeul,36.4377244,10.6742166
198,https://www.google.com/maps/place/Centre+m%C3%A9dical+EYA/data=!4m7!3m6!1s0x130298cbf9797881:0x7e85786af31035b2!8m2!3d36.4455566!4d10.7160063!16s%2Fg%2F11hbq9wbt6!19sChIJgXh5-cuYAhMRsjUQ82p4hX4?authuser=0&hl=fr&rclk=1,Centre médical EYA,,Centre médical,Av. Hédi Nouira,Fermé,21 954 937,https://www.facebook.com/Centre-m%C3%A9dical-EYA-282640666003733/?notif_id=1554276016488324&notif_t=page_fan,Nabeul,36.4455566,10.7160063
199,https://www.google.com/maps/place/Docteur+Mounir+Garali/data=!4m7!3m6!1s0x13029925c50f7f3d:0xfa71af344895235a!8m2!3d36.4519518!4d10.7351101!16s%2Fg%2F11h4zq1dlm!19sChIJPX8PxSWZAhMRWiOVSDSvcfo?authuser=0&hl=fr&rclk=1,Docteur Mounir Garali,,Centre médical,"FP2P+Q2Q, Av. Habib Bourguiba",,,,Nabeul,36.4519518,10.7351101
200,https://www.google.com/maps/place/Centre+R%C3%A9gional+De+La+M%C3%A9decine+et+Des+Sciences+Du+Sport+De+Nabeul/data=!4m7!3m6!1s0x130298ed6d45c907:0x57df3384db4281a!8m2!3d36.445355!4d10.7422899!16s%2Fg%2F11c5rtz4dt!19sChIJB8lFbe2YAhMRGii0TTjzfQU?authuser=0&hl=fr&rclk=1,Centre Régional De La Médecine et Des Sciences Du Sport De Nabeul,"5,0",Hôpital,CPWR+4WV,Fermé,72 237 076,,Nabeul,36.445355,10.7422899
201,https://www.google.com/maps/place/Polyclinique+El+Hakim/data=!4m7!3m6!1s0x1302bb83216afbb9:0xbf693bd0c9049d76!8m2!3d36.5540946!4d10.848162!16s%2Fg%2F11b76dzh2v!19sChIJuftqIYO7AhMRdp0EydA7ab8?authuser=0&hl=fr&rclk=1,Polyclinique El Hakim,"4,8",Hôpital privé,"HR3X+J7M, C27",Ouvert 24h/24,72 385 000,http://www.polycliniquelhakim.com.tn/,Nabeul,36.5540946,10.848162
202,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%B5%D8%AD%D8%A9+%D8%A7%D9%84%D8%A7%D8%B3%D8%A7%D8%B3%D9%8A%D8%A9+%D8%AF%D8%A7%D8%B1+%D8%B4%D8%B9%D8%A8%D8%A7%D9%86+%D8%A7%D9%84%D9%81%D9%87%D8%B1%D9%89%E2%80%AD/data=!4m7!3m6!1s0x1302995a1060f29f:0xfcbcd7838f2c21b7!8m2!3d36.4680662!4d10.746957!16s%2Fg%2F11mtmx81z_!19sChIJn_JgEFqZAhMRtyEsj4PXvPw?authuser=0&hl=fr&rclk=1,مركز الصحة الاساسية دار شعبان الفهرى,,Hôpital,Ctre de Santé de Base,,72 360 718,,Nabeul,36.4680662,10.746957
203,https://www.google.com/maps/place/%D9%86%D8%A7%D8%A8%D9%84%E2%80%AD/data=!4m7!3m6!1s0x130298bdbe2c69a9:0x52e5491be56a90c0!8m2!3d36.4552033!4d10.7309489!16s%2Fg%2F11tbtql0sy!19sChIJqWksvr2YAhMRwJBq5RtJ5VI?authuser=0&hl=fr&rclk=1,نابل,"5,0",Centre médical,FP4J+39P,,,,Nabeul,36.4552033,10.7309489
204,https://www.google.com/maps/place/Polyclinique+Hammamet/data=!4m7!3m6!1s0x12fd618e4c249559:0x273059a3da50a842!8m2!3d36.4058179!4d10.5889981!16s%2Fg%2F11c1r7c5p8!19sChIJWZUkTI5h_RIRQqhQ2qNZMCc?authuser=0&hl=fr&rclk=1,Polyclinique Hammamet,"2,7",Hôpital privé,CH4Q+8HH,Ouvert 24h/24,72 266 000,http://polycliniquehammamet.com/,Nabeul,36.4058179,10.5889981
205,https://www.google.com/maps/place/M%C3%A9dical+sant%C3%A9+services+Nabeul/data=!4m7!3m6!1s0x130299ba26f1afcf:0x1eecb77e91378f87!8m2!3d36.4479146!4d10.7449458!16s%2Fg%2F11k8cl3ct6!19sChIJz6_xJrqZAhMRh483kX637B4?authuser=0&hl=fr&rclk=1,Médical santé services Nabeul,,·,·,Fermé,96 877 872,,Nabeul,36.4479146,10.7449458
206,https://www.google.com/maps/place/hopital+hammamet/data=!4m7!3m6!1s0x12fd61fe9f804191:0x1a6bd816c528390!8m2!3d36.3997244!4d10.6155304!16s%2Fg%2F11ggr99x67!19sChIJkUGAn_5h_RIRkINSbIG9pgE?authuser=0&hl=fr&rclk=1,hopital hammamet,,Hôpital,"9JX8+V6J, Av. Mongi Slim",,72 280 136,,Nabeul,36.3997244,10.6155304
207,https://www.google.com/maps/place/Polyclinique+Hammamet/data=!4m7!3m6!1s0x12fd617b644805c9:0xceb622ce2fc839f6!8m2!3d36.4040068!4d10.5689947!16s%2Fg%2F11h7kvvgdd!19sChIJyQVIZHth_RIR9jnIL84its4?authuser=0&hl=fr&rclk=1,Polyclinique Hammamet,,Hôpital,CH39+JH5,,,,Nabeul,36.4040068,10.5689947
208,https://www.google.com/maps/place/Cabinet+m%C3%A9dical-+Dr+Wissal+Boumaiza-Psychiatre+Nabeul/data=!4m7!3m6!1s0x13029990f132e5d3:0xcd29fad0540edca5!8m2!3d36.4506255!4d10.7355845!16s%2Fg%2F11f66qzs66!19sChIJ0-Uy8ZCZAhMRpdwOVND6Kc0?authuser=0&hl=fr&rclk=1,Cabinet médical- Dr Wissal Boumaiza-Psychiatre Nabeul,"3,7",Cabinet médical,"immeuble city center 1er étage, bureau n 6, 8000 Nabeul Nabeul TN 8000",Fermé,72 221 922,https://psychiatre-nabeul-dr-wissal-boumaiza.business.site/,Nabeul,36.4506255,10.7355845
209,https://www.google.com/maps/place/jaballah+wassim/data=!4m7!3m6!1s0x130299e19b6b1adf:0x551db18ac8093ef8!8m2!3d36.4512893!4d10.7356634!16s%2Fg%2F11j1t_1f1k!19sChIJ3xprm-GZAhMR-D4JyIqxHVU?authuser=0&hl=fr&rclk=1,jaballah wassim,,Neurologue,FP2P+G77,,23 392 280,,Nabeul,36.4512893,10.7356634
210,https://www.google.com/maps/place/H%C3%B4pital+de+K%C3%A9libia/data=!4m7!3m6!1s0x131d33e7ba529577:0xaac230c28a5e2d8d!8m2!3d36.8540379!4d11.0917827!16s%2Fg%2F1w0zq5g8!19sChIJd5VSuuczHRMRjS1eisIwwqo?authuser=0&hl=fr&rclk=1,Hôpital de Kélibia,"2,7",Hôpital,103 C27,Ouvert 24h/24,72 296 190,,Nabeul,36.8540379,11.0917827
211,https://www.google.com/maps/place/%D8%A5%D8%A8%D9%86+%D8%A7%D9%84%D9%86%D9%81%D9%8A%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x1254d76c05635839:0xf67889cec2b15ec8!8m2!3d33.3367366!4d10.4858055!16s%2Fg%2F11j22z2vfl!19sChIJOVhjBWzXVBIRyF6xws6JePY?authuser=0&hl=fr&rclk=1,إبن النفيس,,Hôpital,"8FPP+M8V, P19",,,,Médenine,33.3367366,10.4858055
212,https://www.google.com/maps/place/Clinique+de+dialyse+du+sud+medenine/data=!4m7!3m6!1s0x13ab213c6b699a9f:0x72355e73d394421a!8m2!3d33.3456856!4d10.4879018!16s%2Fg%2F11h3v6rhkw!19sChIJn5ppazwhqxMRGkKU03NeNXI?authuser=0&hl=fr&rclk=1,Clinique de dialyse du sud medenine,,Clinique,Rue 1 er mai,,21 937 487,,Médenine,33.3456856,10.4879018
213,https://www.google.com/maps/place/%D9%85%D8%B5%D8%AD%D8%A9+%D8%A5%D8%A8%D9%86+%D8%B2%D9%87%D8%B1+%D9%85%D8%AF%D9%86%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x1254d632e8fd935b:0xba09e8fad93582ef!8m2!3d33.338868!4d10.4862517!16s%2Fg%2F11gbxbrhkm!19sChIJW5P96DLWVBIR74I12froCbo?authuser=0&hl=fr&rclk=1,مصحة إبن زهر مدنين,"4,0",Clinique,8FQP+GGR مصحة إبن زهر,,,,Médenine,33.338868,10.4862517
214,https://www.google.com/maps/place/Clinique+Ibn+Arafa/data=!4m7!3m6!1s0x1254d632ff680c6f:0x898ec66ff3376ec!8m2!3d33.3381536!4d10.487574!16s%2Fg%2F11c533nktk!19sChIJbwxo_zLWVBIR7HYz_2bsmAg?authuser=0&hl=fr&rclk=1,Clinique Ibn Arafa,"3,3",Clinique,route tataouine,Ouvert 24h/24,,https://www.facebook.com/IBNARAFAclinique/,Médenine,33.3381536,10.487574
215,https://www.google.com/maps/place/%D9%85%D8%B5%D8%AD%D8%A9+%D8%A5%D8%A8%D9%86+%D8%B2%D9%87%D8%B1+%D9%85%D8%AF%D9%86%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x1254d63527084c13:0xc86b2ea4ab681d60!8m2!3d33.3323587!4d10.4855082!16s%2Fg%2F11gbxb5d0n!19sChIJE0wIJzXWVBIRYB1oq6Qua8g?authuser=0&hl=fr&rclk=1,مصحة إبن زهر مدنين,"1,5",Clinique,"8FJP+W6R, P19",,,,Médenine,33.3323587,10.4855082
216,https://www.google.com/maps/place/H%C3%B4pital+Habib+Bourguiba+de+M%C3%A9denine/data=!4m7!3m6!1s0x1254d63500f37f95:0xf35e42c14715f3a3!8m2!3d33.3319387!4d10.4877852!16s%2Fg%2F1tcy_b_j!19sChIJlX_zADXWVBIRo_MVR8FCXvM?authuser=0&hl=fr&rclk=1,Hôpital Habib Bourguiba de Médenine,"2,8",Centre hospitalier universitaire,8FJQ+Q4F,Ouvert 24h/23,,,Médenine,33.3319387,10.4877852
217,https://www.google.com/maps/place/Direction+R%C3%A9gionale+De+Sante+Medenine/data=!4m7!3m6!1s0x1254d6254fffffff:0x957a12eb838aadcf!8m2!3d33.340553!4d10.4965078!16s%2Fg%2F11gfgf0fs3!19sChIJ____TyXWVBIRz62Kg-sSepU?authuser=0&hl=fr&rclk=1,Direction Régionale De Sante Medenine,"1,7",Hôpital,8FRW+6JC,,75 618 055,https://fr-fr.facebook.com/DRS.MEDENINE/,Médenine,33.340553,10.4965078
218,https://www.google.com/maps/place/Clinique+IRYS+Dialyse/data=!4m7!3m6!1s0x125529a9607cd031:0x5ea3c6ff85820208!8m2!3d33.3637116!4d10.4786255!16s%2Fg%2F11h4zgpjv6!19sChIJMdB8YKkpVRIRCAKChf_Go14?authuser=0&hl=fr&rclk=1,Clinique IRYS Dialyse,"1,0",Médecin,"9F7H+FFJ, Unnamed Road",,,,Médenine,33.3637116,10.4786255
219,https://www.google.com/maps/place/%D9%85%D8%B5%D8%AD%D8%A9+%D8%A7%D8%A8%D9%86+%D8%B9%D8%B1%D9%81%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x1254d632564a63fd:0x71eaa8d447602a43!8m2!3d33.338365!4d10.4875258!16s%2Fg%2F11c4762lhy!19sChIJ_WNKVjLWVBIRQypgR9So6nE?authuser=0&hl=fr&rclk=1,مصحة ابن عرفة,"1,0",Clinique,8FQQ+82R,,,https://ween.tn/fiche/ibn-arafa/ar,Médenine,33.338365,10.4875258
220,https://www.google.tn/maps/place/H%C3%B4pital+Psychiatrique+Razi/data=!4m7!3m6!1s0x12fd33d591415711:0xea9b3caa0ccba83b!8m2!3d36.8102514!4d10.0829381!16s%2Fg%2F11qnbwqnqd!19sChIJEVdBkdUz_RIRO6jLDKo8m-o?authuser=0&hl=fr&rclk=1,Hôpital Psychiatrique Razi,"3,5",Hôpital psychiatrique,"R35M+V69 معتمدية, Hôpital Psychiatrique Errazi, Rue des Orangers",Ouvert 24h/24,71 600 037,,La Manouba,36.8102514,10.0829381
221,https://www.google.tn/maps/place/INFIRMERIE+L%27espoir/data=!4m7!3m6!1s0x12fd3399b089a419:0x563a15b0ec6bd748!8m2!3d36.7998488!4d10.0908291!16s%2Fg%2F11fsngsz3v!19sChIJGaSJsJkz_RIRSNdr7LAVOlY?authuser=0&hl=fr&rclk=1,INFIRMERIE L'espoir,"5,0",Hôpital,Q3XR+W8P,Ouvert,58 008 817,,La Manouba,36.7998488,10.0908291
222,https://www.google.tn/maps/place/Centre+m%C3%A9dical+public+%C3%A0+La+Manouba/data=!4m7!3m6!1s0x12fd337ee2732241:0x3dabf086bdcc7977!8m2!3d36.8069303!4d10.0845845!16s%2Fg%2F11rc4t24nm!19sChIJQSJz4n4z_RIRd3nMvYbwqz0?authuser=0&hl=fr&rclk=1,Centre médical public à La Manouba,"4,3",Centre médical public,"R34M+QRG, Unnamed Road",,,,La Manouba,36.8069303,10.0845845
223,https://www.google.tn/maps/place/Maternit%C3%A9+-+La+Manouba/data=!4m7!3m6!1s0x12fd326f0e0ba363:0x6898dd926e43b96b!8m2!3d36.8122235!4d10.0953345!16s%2Fg%2F11cnb5rtff!19sChIJY6MLDm8y_RIRa7lDbpLdmGg?authuser=0&hl=fr&rclk=1,Maternité - La Manouba,"4,0",Dispensaire,R36W+V4P,,,,La Manouba,36.8122235,10.0953345
224,https://www.google.tn/maps/place/Urgence+H%C3%B4pital+Kassab/data=!4m7!3m6!1s0x12fd3267881499c7:0xdf0b23d24323e6c6!8m2!3d36.8151642!4d10.1030391!16s%2Fg%2F1ptxpq6yt!19sChIJx5kUiGcy_RIRxuYjQ9IjC98?authuser=0&hl=fr&rclk=1,Urgence Hôpital Kassab,"3,8",Hôpital,R483+367,Ouvert 24h/24,71 520 373,,La Manouba,36.8151642,10.1030391
225,https://www.google.tn/maps/place/Clinique+aa+manouba/data=!4m7!3m6!1s0x12fd3342d5446b35:0x57c7836a04e1166!8m2!3d36.8093369!4d10.0863137!16s%2Fg%2F11fsx686vt!19sChIJNWtE1UIz_RIRZhFOoDZ4fAU?authuser=0&hl=fr&rclk=1,Clinique aa manouba,,Clinique,R35P+PGP,,,,La Manouba,36.8093369,10.0863137
226,https://www.google.tn/maps/place/Centre+M%C3%A9dical+El+Khalil/data=!4m7!3m6!1s0x12fd326b53910773:0x13253c2f6825a8ee!8m2!3d36.8032286!4d10.0979269!16s%2Fg%2F11b7q15cc1!19sChIJcweRU2sy_RIR7qglaC88JRM?authuser=0&hl=fr&rclk=1,Centre Médical El Khalil,"3,0",Centre médical,"R33X+75V, Ave Farhat Hached",Fermé,71 602 344,,La Manouba,36.8032286,10.0979269
227,https://www.google.tn/maps/place/Centre+M%C3%A9dical+Alyssa+-+Manouba/data=!4m7!3m6!1s0x12fd339b819271ed:0x469f16845373af2d!8m2!3d36.8103714!4d10.1000299!16s%2Fg%2F11l4p8xr47!19sChIJ7XGSgZsz_RIRLa9zU4QWn0Y?authuser=0&hl=fr&rclk=1,Centre Médical Alyssa - Manouba,"3,7",Centre médical,13 Avenue Du Grand Maghreb Arabe,Ouvert 24h/24,70 523 443,https://www.facebook.com/CentreMedicalAlyssa/,La Manouba,36.8103714,10.1000299
228,https://www.google.tn/maps/place/Groupement+De+Sant%C3%A9+De+Base+Mannouba/data=!4m7!3m6!1s0x12fd3244363ee415:0xd1e026b9c218f11!8m2!3d36.8085017!4d10.1110459!16s%2Fg%2F11cs1l8w6m!19sChIJFeQ-NkQy_RIREY8hnGsCHg0?authuser=0&hl=fr&rclk=1,Groupement De Santé De Base Mannouba,,Hôpital,"R456+CC3, rue de baghded",Fermé,28 838 370,,La Manouba,36.8085017,10.1110459
229,https://www.google.tn/maps/place/Service+de+psychiatrie+F+-+AZIZA+OTHMANA/data=!4m7!3m6!1s0x12fd331299cf6b55:0x1269f7345a995c97!8m2!3d36.8099861!4d10.0819124!16s%2Fg%2F11jt68j2h7!19sChIJVWvPmRIz_RIRl1yZWjT3aRI?authuser=0&hl=fr&rclk=1,Service de psychiatrie F - AZIZA OTHMANA,,Service de santé mentale,R35J+XQV,,,,La Manouba,36.8099861,10.0819124
230,https://www.google.tn/maps/place/Centre+Medical+Nour/data=!4m7!3m6!1s0x12fd3241bd56168b:0x8a4fda83d26216bf!8m2!3d36.8066597!4d10.1052119!16s%2Fg%2F11fxc0_b_6!19sChIJixZWvUEy_RIRvxZi0oPaT4o?authuser=0&hl=fr&rclk=1,Centre Medical Nour,"4,8",Centre médical,Ibn Abi Dhief,Fermé,70 615 553,https://www.facebook.com/stenourmedical/,La Manouba,36.8066597,10.1052119
231,https://www.google.tn/maps/place/Centre+de+Sant%C3%A9+de+Base+El+Nassim/data=!4m7!3m6!1s0x12fd33e85710244f:0x166ab0c872b1716f!8m2!3d36.8314141!4d10.0914239!16s%2Fg%2F11h4pcjql4!19sChIJTyQQV-gz_RIRb3GxcsiwahY?authuser=0&hl=fr&rclk=1,Centre de Santé de Base El Nassim,,Hôpital,Centre de Santé de Base El Nassim,,,,La Manouba,36.8314141,10.0914239
232,https://www.google.tn/maps/place/Complexe+M%C3%A9dical+Folla/data=!4m7!3m6!1s0x12fd323e5f948913:0x89c9e9445c180fb2!8m2!3d36.7985859!4d10.1059636!16s%2Fg%2F1yj4k2h64!19sChIJE4mUXz4y_RIRsg8YXETpyYk?authuser=0&hl=fr&rclk=1,Complexe Médical Folla,"3,8",Centre médical,98 344 653,Fermé,,,La Manouba,36.7985859,10.1059636
233,https://www.google.tn/maps/place/Institut+Mohamed+Kassab+d%27orthop%C3%A9die/data=!4m7!3m6!1s0x12fd3267ea655809:0xca44512ec120650b!8m2!3d36.8144634!4d10.1017674!16s%2Fg%2F1231x6mf!19sChIJCVhl6mcy_RIRC2UgwS5RRMo?authuser=0&hl=fr&rclk=1,Institut Mohamed Kassab d'orthopédie,"2,6",Hôpital spécialisé,R483+367,,71 606 914,,La Manouba,36.8144634,10.1017674
234,https://www.google.tn/maps/place/Manouba+Medical+Center/data=!4m7!3m6!1s0x12fd326cac9aeeb9:0xa142b2126555a553!8m2!3d36.8031847!4d10.0971403!16s%2Fg%2F11fy4723bb!19sChIJue6arGwy_RIRU6VVZRKyQqE?authuser=0&hl=fr&rclk=1,Manouba Medical Center,"3,5",Centre médical,R33W+7VC,,,,La Manouba,36.8031847,10.0971403
235,https://www.google.tn/maps/place/Jerbi+medical/data=!4m7!3m6!1s0x12fd330de776e5fb:0xcb59e80c28c779ee!8m2!3d36.7926203!4d10.1079309!16s%2Fg%2F11fr__2hj4!19sChIJ--V25w0z_RIR7nnHKAzoWcs?authuser=0&hl=fr&rclk=1,Jerbi medical,,Centre médical,67 شارع النخيل،,,,,La Manouba,36.7926203,10.1079309
236,https://www.google.tn/maps/place/Centre+m%C3%A9dical+SAPHIR+de+La+Manouba/data=!4m7!3m6!1s0x12fd33659f6df9e1:0x9f6708e00651db51!8m2!3d36.8098883!4d10.0907628!16s%2Fg%2F11hy9tmrq8!19sChIJ4fltn2Uz_RIRUdtRBuAIZ58?authuser=0&hl=fr&rclk=1,Centre médical SAPHIR de La Manouba,"5,0",Centre d'imagerie pour diagnostic médical,09 Av. Habib THAMER,,,,La Manouba,36.8098883,10.0907628
237,https://www.google.tn/maps/place/Centre+%C3%89tatique+D%27H%C3%A9modialyse+La+Mannouba/data=!4m7!3m6!1s0x12fd339df1724a29:0x8b2ec6aa4ef0519a!8m2!3d36.8082351!4d10.0852977!16s%2Fg%2F11gmy6sfly!19sChIJKUpy8Z0z_RIRmlHwTqrGLos?authuser=0&hl=fr&rclk=1,Centre Étatique D'Hémodialyse La Mannouba,"2,5",Centre de dialyse,"R35P+74V, Unnamed Road",Fermé,71 601 526,,La Manouba,36.8082351,10.0852977
238,https://www.google.tn/maps/place/Centre+hospitalier+international+Carthag%C3%A8ne/data=!4m7!3m6!1s0x12fd34c5b03fb787:0x882d729c47e37885!8m2!3d36.8454516!4d10.1998697!16s%2Fg%2F11bzyyl1tw!19sChIJh7c_sMU0_RIRhXjjR5xyLYg?authuser=0&hl=fr&rclk=1,Centre hospitalier international Carthagène,"3,6",Hôpital privé,"R6W2+62X Ctre hospitalier int'l de Tunis, Cartagene",Ouvert 24h/24,31 336 336,http://www.carthagene.tn/,La Manouba,36.8454516,10.1998697
239,https://www.google.tn/maps/place/Centre+de+maternit%C3%A9+et+de+n%C3%A9onatologie/data=!4m7!3m6!1s0x12fd33931ad7165f:0xee50b89127029e9e!8m2!3d36.8007158!4d10.156758!16s%2Fg%2F1tdjt78r!19sChIJXxbXGpMz_RIRnp4CJ5G4UO4?authuser=0&hl=fr&rclk=1,Centre de maternité et de néonatologie,"1,9",Clinique de maternité,"R524+7PJ, Rue 4021",Fermé,71 576 059,http://www.sante.rns.tn/,La Manouba,36.8007158,10.156758
240,https://www.google.tn/maps/place/Clinique+Taoufik/data=!4m7!3m6!1s0x12fd3376fa58c0a9:0x7bfbcfbfcdc83085!8m2!3d36.8318169!4d10.1559229!16s%2Fg%2F11fswmc4_5!19sChIJqcBY-nYz_RIRhTDIzb_P-3s?authuser=0&hl=fr&rclk=1,Clinique Taoufik,"3,6",Hôpital,"R5J4+P9F, Av. de la Ligue des Etats Arabes",,,,La Manouba,36.8318169,10.1559229
241,https://www.google.tn/maps/place/H%C3%B4pital+La+Rabta/data=!4m7!3m6!1s0x12fd3393ca4ed6b9:0xf6c5f4f7dee4eebd!8m2!3d36.8018198!4d10.1545699!16s%2Fg%2F1tg7p6pn!19sChIJudZOypMz_RIRve7k3vf0xfY?authuser=0&hl=fr&rclk=1,Hôpital La Rabta,"3,2",Centre hospitalier universitaire,R523+PRG,Ouvert 24h/24,71 262 083,http://www.pm.gov.tn/pm/entreprise/viewetablissement.php?id=224,La Manouba,36.8018198,10.1545699
242,https://www.google.tn/maps/place/Clinique+Taoufik/data=!4m7!3m6!1s0x12e2b5507060ffe9:0xda7ceb1102db00e1!8m2!3d36.8499736!4d10.1874747!16s%2Fg%2F11hynj3w3w!19sChIJ6f9gcFC14hIR4QDbAhHrfNo?authuser=0&hl=fr&rclk=1,Clinique Taoufik,"3,9",Hôpital,Bd Mohamed Bouazizi,Fermé,36 406 400,https://www.taoufikhospitalsgroup.com/contact/,La Manouba,36.8499736,10.1874747
243,https://www.google.tn/maps/place/Clinique+Pasteur+de+Tunis/data=!4m7!3m6!1s0x12fd34cf36ae8cd1:0xd6c7aaf235e98e72!8m2!3d36.8492718!4d10.1986475!16s%2Fg%2F12hktl76f!19sChIJ0YyuNs80_RIRco7pNfKqx9Y?authuser=0&hl=fr&rclk=1,Clinique Pasteur de Tunis,"3,9",Hôpital,36 402 000,Ouvert 24h/24,,http://www.cliniquepasteur.com.tn/,La Manouba,36.8492718,10.1986475
244,https://www.google.tn/maps/place/H%C3%B4pital+Charles+Nicolle/data=!4m7!3m6!1s0x12fd338dd80176d9:0x5297dd538ad1cc65!8m2!3d36.8022654!4d10.1612164!16s%2Fg%2F120yl5z6!19sChIJ2XYB2I0z_RIRZczRilPdl1I?authuser=0&hl=fr&rclk=1,Hôpital Charles Nicolle,"2,8",Centre hospitalier universitaire,"Hôpital & Urgences Charles Nicolle, Bd du 9 Avril 1938",Fermé,71 764 033,http://www.chucharlesnicolle.tn/,La Manouba,36.8022654,10.1612164
245,https://www.google.tn/maps/place/H%C3%B4pital+Mahmoud+El+Matri/data=!4m7!3m6!1s0x12e2cb4fd211d493:0xe47c78cd2c2cf2ab!8m2!3d36.8680284!4d10.1825717!16s%2Fg%2F1tfhwhng!19sChIJk9QR0k_L4hIRq_IsLM14fOQ?authuser=0&hl=fr&rclk=1,Hôpital Mahmoud El Matri,"3,5",Hôpital,V59M+628,Ouvert 24h/24,71 821 621,,La Manouba,36.8680284,10.1825717
246,https://www.google.tn/maps/place/Service+de+psychiatrie+l%C3%A9gale/data=!4m7!3m6!1s0x12fd327620605c51:0xfa6f04de6f24c48a!8m2!3d36.8112961!4d10.0808486!16s%2Fg%2F11d_8rxb2h!19sChIJUVxgIHYy_RIRisQkb94Eb_o?authuser=0&hl=fr&rclk=1,Service de psychiatrie légale,"1,0",Service hospitalier,R36J+G89,,,,La Manouba,36.8112961,10.0808486
247,https://www.google.tn/maps/place/Clinique+P%C3%A9diatrique+De+Tunis/data=!4m7!3m6!1s0x12fd33f73ca8e031:0x32bd19b2e099b708!8m2!3d36.8540347!4d10.1302101!16s%2Fg%2F11j4m24j6h!19sChIJMeCoPPcz_RIRCLeZ4LIZvTI?authuser=0&hl=fr&rclk=1,Clinique Pédiatrique De Tunis,"3,5",Hôpital,71 124 444,Ouvert 24h/24,,http://cliniquepediatrique.com/,La Manouba,36.8540347,10.1302101
248,https://www.google.tn/maps/place/Clinique+Jasmin/data=!4m7!3m6!1s0x12fd347000000001:0x8dbd4ac27823254a!8m2!3d36.8467314!4d10.1988976!16s%2Fg%2F11c7hcs7c8!19sChIJAQAAAHA0_RIRSiUjeMJKvY0?authuser=0&hl=fr&rclk=1,Clinique Jasmin,"2,6",Hôpital,,,,,La Manouba,36.8467314,10.1988976
249,https://www.google.tn/maps/place/H%C3%B4pital+Habib+Thameur/data=!4m7!3m6!1s0x12fd340f596461cf:0x458b21e677e4336b!8m2!3d36.7860409!4d10.1765386!16s%2Fg%2F1229cxzx!19sChIJz2FkWQ80_RIRazPkd-Yhi0U?authuser=0&hl=fr&rclk=1,Hôpital Habib Thameur,"4,1",Centre hospitalier universitaire,"Q5PG+CJ7, Rue Ali Ben Ayed",Ouvert 24h/24,71 397 000,,La Manouba,36.7860409,10.1765386
250,https://www.google.tn/maps/place/CENTRE+DE+RADIOLOGIE+MEDICALE+NUMERISEE/data=!4m7!3m6!1s0x12fd326cab817c4f:0x8b370cebd325d014!8m2!3d36.8033985!4d10.0970987!16s%2Fg%2F1hf0x0d9q!19sChIJT3yBq2wy_RIRFNAl0-sMN4s?authuser=0&hl=fr&rclk=1,CENTRE DE RADIOLOGIE MEDICALE NUMERISEE,"3,1",Centre de radiologie,"Centre de radiologie médicale de Manouba, STATION DE METRO SLIMEN KAHIA",Fermé,71 601 009,,La Manouba,36.8033985,10.0970987
251,https://www.google.tn/maps/place/H%C3%B4pital+Aziza+Othmana/data=!4m7!3m6!1s0x12fd33f530f9b6cf:0x4867c391d5cf6ecf!8m2!3d36.7967879!4d10.1690833!16s%2Fg%2F121hx5gs!19sChIJz7b5MPUz_RIRz27P1ZHDZ0g?authuser=0&hl=fr&rclk=1,Hôpital Aziza Othmana,"4,3",Centre hospitalier universitaire,"Q5W9+QG5 Aziza Othmana, Rue de la Kasbah",Ouvert 24h/24,71 560 763,http://www.santetunisie.rns.tn/,La Manouba,36.7967879,10.1690833
